Campaign Name,Subject,List,Send Time,Send Weekday,Total Recipients,Unique Placed Order,Placed Order Rate,Revenue,Unique Opens,Open Rate,Total Opens,Unique Clicks,Click Rate,Total Clicks,Unsubscribes,Spam Complaints,Spam Complaints Rate,Successful Deliveries,Bounces,Bounce Rate,Campaign ID,Campaign Channel
[DEP]251008_MOP_No needle no problem,Firmer Skin. Zero Fuss.,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days)""",2025/10/8 9:00,Wednesday,89827,36,0.04%,4566.93,59105,66.12%,81100,656,0.73%,975,161,7,0.01%,89394,433,0.48%,01K603DZF2WAFASEMQWGGGQ378,Email
[DEP]251010_Eye_Tiny zone stealing your youth,[MULTIPLE VARIATIONS],"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/10/10 9:00,Friday,89393,36,0.04%,4306.05,58729,65.97%,80138,342,0.38%,604,155,7,0.01%,89017,376,0.42%,01K69Q165YJG21E2CNEA7FGTAM,Email
[DEP]251012_RTC_Skin memory,[MULTIPLE VARIATIONS],"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/10/12 9:00,Sunday,88551,37,0.04%,3859.24,60077,68.08%,82543,348,0.39%,504,173,8,0.01%,88242,309,0.35%,01K6A9MYJEW52MF5255X9715EH,Email
Clone NLE | 08.31.2025 | Swipe Right on Better Skin,Meet your skincare soulmate ,NLE - Engaged Profiles (120 Days),2025/10/15 9:00,Wednesday,84757,41,0.05%,5589.04,53982,63.90%,74576,342,0.40%,521,128,6,0.01%,84481,276,0.33%,01K7JV07VSY62ZANZ8Q2WK8EVC,Email
[DEP]251017_Peptide series_The 3 seconds skin test,Try this 3-second skin check,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365) NLE | Deliverability Segment All Other Emails (180days)""",2025/10/17 9:00,Friday,88273,35,0.04%,3880.82,56928,64.66%,77645,377,0.43%,622,119,6,0.01%,88042,231,0.26%,01K7P47HJWWKT65DK8S7TNQXH6,Email
[DEP]251019_Peptide&Retinol_28 day collagen challenge,The 28-day collagen challenge,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365) NLE | Deliverability Segment All Other Emails (180days)""",2025/10/19 9:00,Sunday,88174,43,0.05%,5232.66,56466,64.19%,77005,441,0.50%,694,164,1,0.00%,87966,208,0.24%,01K7RNWBD1J96KSYZWQDHE9W6Q,Email
[DEP]251021_Triple lipid_Fall skinacre mistake,Fall skin SOS: the one mistake to avoid,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/10/21 9:00,Tuesday,85532,18,0.02%,2020.27,55470,64.94%,75757,284,0.33%,397,132,7,0.01%,85421,111,0.13%,01K83260S3C9MZ280PSF0SCW1G,Email
[DEP]251022_Early access_Founder,A message from Alex Your Black Friday VIP invitation,"2024 Archive Sale, Early Bird BFCM 2022, Early Bird BFCM 2023, Repeat Buyers, VIP Customers, [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] Place order in 30 days",2025/10/22 5:00,Wednesday,88480,41,0.05%,4335.04,64699,73.53%,94995,2725,3.10%,3305,237,4,0.01%,87990,490,0.55%,01K82B4TX0EDATZR9XCPHRST81,Email
[DEP]241025_Early access_VIP offer,See what our team picked for VIPs this Black Friday,"2024 Archive Sale, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Repeat Buyers, VIP Customers, [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] Place order in 30 days",2025/10/25 4:45,Saturday,88258,34,0.04%,3777.3,60208,68.47%,84345,1345,1.53%,1931,150,8,0.01%,87929,329,0.37%,01K85CDJ9CAFNJD3K0X46C38FD,Email
"[DEP]251028_M3k, cica, blue eye_The 7am rush","Tired, red, puffy skin at 7AM,",NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days)",2025/10/28 9:00,Tuesday,88401,38,0.04%,4452.46,56812,64.35%,77921,358,0.40%,541,104,5,0.01%,88288,113,0.13%,01K883AS7EHV4XCHCXQWPEQ4T4,Email
"[DEP]251030_M1, MOP, NAT_You made our products smarter",She used our eye patch on smile lines... and it worked!,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/10/30 9:00,Thursday,88541,29,0.03%,2817.42,56324,63.69%,77399,380,0.43%,542,129,6,0.01%,88433,108,0.12%,01K8ARP8XTKD3S8D4G8NQV5HZ7,Email
[DEP]251031_Not on sale_Launch,15% Off Everything!,"Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Early Bird BFCM 2025 - Email, Potential Purchasers, Repeat Buyers, VIP Customers, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365",2025/10/31 4:15,Friday,83119,113,0.14%,13645.23,54176,65.29%,74910,805,0.97%,1344,85,5,0.01%,82972,147,0.18%,01K8J7MG7C401J0Y3K1S1133Y8,Email
[DEP]251102_Not on sale_Reminder,Ends tonight: 15% Off everything!,"Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Early Bird BFCM 2025 - Email, Potential Purchasers, Repeat Buyers, VIP Customers, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365",2025/11/2 8:00,Sunday,83003,78,0.09%,8480.25,54759,66.11%,75444,699,0.84%,2298,120,4,0.01%,82836,167,0.20%,01K8JD00ZDEGZTMJ0GSZ7G0VHC,Email
[DEP]251104_Early access_Up to 70% off bs,íåExclusive invitation your VIP access awaits!,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/11/4 9:00,Tuesday,85148,14,0.02%,1634.36,54408,63.97%,74624,724,0.85%,974,126,4,0.01%,85049,99,0.12%,01K93YM19QXNCDTVT5NVMJ20WA,Email
[DEP]251106_Cleanser_Tight skin clean skin?,Is your cleanser working too hard?§î,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/11/6 9:00,Thursday,87381,18,0.02%,2218.51,56578,64.82%,77666,269,0.31%,440,110,4,0.01%,87284,97,0.11%,01K96J8GAMXYE2T3CSH228WD9C,Email
[DEP]251107_Early access_Founder faves,A note from Alex My top 2 Depology picks this season,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Repeat Buyers, VIP Customers, [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] Place order in 30 days",2025/11/7 4:00,Friday,84491,29,0.03%,2703.46,58084,68.96%,82096,637,0.76%,943,206,12,0.01%,84225,266,0.32%,01K96S6WTATKG31QET4VG2J1PA,Email
[DEP]251109_MOP_Microneedling 101,Your guide to the "microneedling cream","NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/11/9 9:00,Sunday,87344,43,0.05%,4450.54,56772,65.07%,78719,595,0.68%,853,136,5,0.01%,87243,101,0.12%,01K9HFYQMD695F3FYTAVF3MHVC,Email
[DEP]251111_Early access_Not on VIP list yet?,All these VIP perks with one click?,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Potential Purchasers, Repeat Buyers, VIP Customers, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365",2025/11/11 3:30,Tuesday,80343,14,0.02%,1847.01,52050,64.87%,71269,611,0.76%,837,94,5,0.01%,80232,111,0.14%,01K9HHX76VHS9SRQC77XDCX5EJ,Email
[DEP]251112_Sticks_Tight skin clean skin?,"Dry skin at 30,000 feet? We fixed it.","NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/11/12 9:00,Wednesday,86968,42,0.05%,5404.15,56648,65.21%,77922,384,0.44%,566,108,10,0.01%,86875,93,0.11%,01K9KRYNER10T8GZG6XK15GGYQ,Email
[DEP]251114_Early access_This time next week,VIP list almost full Reserve your spot!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, VIP Customers, [Cayla] - Peptide buyers 180 days, [Cayla]-FirstTime_Buyer_2024_Not_on_List, [Cayla]-Repeat_Buyer_2025_Not_on_List, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/14 3:45,Friday,68695,4,0.01%,443.46,45678,66.59%,63225,505,0.74%,691,95,5,0.01%,68599,96,0.14%,01K9KV43WDF83N5F6F81D4PMDJ,Email
"[DEP]251115_M1, MOP, MPS_Skip the needle",The no-needle secret to firmer skin,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/11/15 9:15,Saturday,87013,65,0.07%,8509.18,56332,64.80%,78206,611,0.70%,845,107,3,0.00%,86930,83,0.10%,01K9S8TFJ8DY32VKB0G4NP1FN5,Email
[DEP]251116_Early access_Founder reminer,VIP Early Sale kicks off this Friday!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Repeat Buyers, VIP Customers, [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] Place order in 30 days",2025/11/16 4:15,Sunday,83812,35,0.04%,3756.03,56987,68.20%,79996,683,0.82%,856,218,7,0.01%,83562,250,0.30%,01K9SWKN9VSC07NTSRRSK5NQ1H,Email
[DEP]251119_Early access_In just two days,VIP Black Friday starts in 2 days!,"NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days)",2025/11/19 9:00,Wednesday,82444,17,0.02%,2607.91,52293,63.48%,72218,494,0.60%,790,107,8,0.01%,82372,72,0.09%,01KAB37X72T7GVAGEV3RZBQVNH,Email
[DEP]251120_Peptide_Clinical results don't lie,Transform your skin in just 28 days!,"""NLE | Deliverability Segment ( 20days - hotmail/outlook office365) NLE | Deliverability Segment All Other Emails (180days)""",2025/11/20 9:30,Thursday,86602,45,0.05%,6408.24,54873,63.42%,75900,497,0.57%,720,140,6,0.01%,86522,80,0.09%,01KAB790W56XKVMC10AMPDGM71,Email
[DEP]251121_VIP sale_Now live_Asia,Your VIP Sale is now LIVE!,[BFCM 2025] - Asia-Pacific,2025/11/21 7:30,Friday,362,40,11.08%,7409.43,265,73.41%,524,136,37.67%,374,0,0,0.00%,361,1,0.28%,01KAE0AT807V035NXSNN65R5YE,Email
[DEP]251121_VIP sale_Now live_US,Your VIP Sale is now LIVE!,"Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, Early Bird BFCM 2025 - FB - Engaged",2025/11/21 8:30,Friday,4776,588,12.34%,100276.78,3561,74.70%,6688,1531,32.12%,3379,4,1,0.02%,4767,9,0.19%,01KAE65NSF625XBBDX662NQ2GZ,Email
[DEP]251121_VIP sale_MOP 2/3 sold out,Ends midnight: Grab your $10 MicroOperator Cream now,"""Early Bird BFCM 2025 - Email Early Bird BFCM 2025 - FB; Early Bird BFCM 2025 - FB - Engaged""",2025/11/21 13:45,Friday,5057,127,2.51%,16647.88,3509,69.50%,5806,630,12.48%,1052,3,0,0.00%,5049,8,0.16%,01KAEBG823A5B8ARF2AEKGQ8NR,Email
[DEP]251121_VIP sale_More than 3f2,Matrixyl serum for only $27? Yes please!,"Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, Early Bird BFCM 2025 - FB - Engaged",2025/11/21 15:00,Friday,5141,243,4.74%,44228.9,3712,72.36%,6556,847,16.51%,1833,5,0,0.00%,5130,11,0.21%,01KAE7SEN0V4603VCR0DT7FREN,Email
[DEP]251122_VIP sale_New in peptide firming duo,NEW IN! 30% off peptide firming duo,"Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, Early Bird BFCM 2025 - FB - Engaged",2025/11/22 10:00,Saturday,4998,27,0.54%,3346.25,3364,67.44%,5393,350,7.02%,539,3,0,0.00%,4988,10,0.20%,01KAG8P1GB13NYG45FNX6T12DK,Email
[DEP]251122_VIP sale_Not sure what to pick?,Hurry! VIP Sale ends tomorrow!, Early Bird BFCM 2025 - FB; Early Bird BFCM 2025 - FB - Engaged""Early Bird BFCM 2025 - Email,2025/11/22 15:00,Saturday,5141,102,1.99%,16908.16,3456,67.34%,5640,525,10.23%,959,1,0,0.00%,5132,9,0.18%,01KAGKBMTPTV4HNGVZE2E81126,Email
[DEP]251123_VIP sale_Ends soon 25% off_Non purchaser,VIP Sale ends tonight EXTRA 25% OFF for VIPs,[Cayla] - BFCM Non purchaser,2025/11/23 9:30,Sunday,4008,169,4.22%,24826.48,2639,65.94%,4320,490,12.24%,901,1,0,0.00%,4002,6,0.15%,01KAJQ2V83GV6DEYX5RX4RJFX4,Email
[DEP]251123_VIP sale_Ends soon 20% off,VIP Sale ends tonight + 20% off extended!,[Cayla] - BFCM Purchaser,2025/11/23 10:00,Sunday,1155,14,1.22%,1379.14,817,70.98%,1346,128,11.12%,261,1,0,0.00%,1151,4,0.35%,01KAJC4AZYV9R2QSXT0PEE2TMG,Email
[DEP]251123_VIP sale_MOP is back_20% off,Just in: 300 MicroOperator Creams!,[CAYLA] - 1123 - MOP 20% OFF,2025/11/23 15:00,Sunday,1154,15,1.30%,994.04,872,75.69%,1466,132,11.46%,240,0,0,0.00%,1152,2,0.17%,01KAJSBTNCRB73JFPZ4HTEGCBY,Email
[DEP]251123_VIP sale_MOP is back_25% off,Just in: 300 MicroOperator Creams!,[CAYLA] - 1123 - MOP 25% OFF,2025/11/23 15:15,Sunday,3989,61,1.53%,6664.69,2668,66.95%,4207,358,8.98%,666,6,1,0.03%,3985,4,0.10%,01KAJWSK8N4NAZ1B2CMW6K5KQ3,Email
[DEP]251124_All sale_2 days left,Our biggest Black Friday Sale kicks off in 2 days!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/24 8:00,Monday,85552,32,0.04%,3696.2,53645,62.81%,73497,567,0.66%,844,124,8,0.01%,85409,143,0.17%,01KAQKN9B918KXAY3CFDHPFP5N,Email
[DEP]251124_VIP sale_Extended one more day 25% off,VIP sale extended 24 hours,[Cayla] - BFCM Non purchaser,2025/11/24 8:30,Monday,3781,115,3.05%,15258.74,2456,65.04%,4047,438,11.60%,789,4,0,0.00%,3776,5,0.13%,01KANCWCT572RHVC5FVRPY9Z9B,Email
[DEP]251125_All sale_1 day left,One day left! The Black Friday Sale, Archive Sale 2025; Early Bird BFCM 2022 Early Bird BFCM 2023; Early Bird BFCM 2024; Early Bird BFCM 2025 - Email; Early Bird BFCM 2025 - FB; NLE - Engaged Profiles (180 Days); NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days); [DEP] - All Customers - Engaged; [DEP] - All Engaged Buyers; [DEP] - All Engaged Non Purchasers; [DEP] - All Engaged Repeat Buyers - 365; [DEP] - Signed up 30 days **DO NOT TOUCH**""2024 Archive Sale,2025/11/25 17:00,Tuesday,85093,45,0.05%,6533.08,53623,63.21%,72832,480,0.57%,702,97,3,0.00%,84832,261,0.31%,01KAQP0PG0T5NK077MYZ6KVDJV,Email
[DEP]251126_All sale_Launch,Up to 70% off Depology best sellers!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/26 13:00,Wednesday,83947,98,0.12%,14379.56,51984,62.01%,69865,670,0.80%,981,76,8,0.01%,83826,121,0.14%,01KAZ1N339FY9VM70Q6ESQZ6WC,Email
[DEP]251127_All sale_Argireline 3f2,Argirelinepeptide serum for only $27? Yes please!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/27 3:00,Thursday,83931,49,0.06%,7438.04,53590,63.93%,72333,478,0.57%,772,75,7,0.01%,83822,109,0.13%,01KAZ6H6YMMRR6BX9KZ1CT3ACA,Email
[DEP]251127_ALLsale_Founder thanksgiving,Happy Thanksgiving from Alex,[Cayla] - United States Location - Engaged 120 days,2025/11/27 7:45,Thursday,72980,113,0.15%,14917.29,50679,69.55%,69867,645,0.89%,832,112,7,0.01%,72871,109,0.15%,01KAZ87073RM1JENZVCPPAJ0NR,Email
[DEP]251128_ALL sale_VIP access 2.0,It back! Your VIP 25% OFF,[Cayla] - BFCM Non purchaser,2025/11/28 3:00,Friday,3649,96,2.65%,10696.49,2296,63.39%,3441,343,9.47%,542,3,0,0.00%,3622,27,0.74%,01KAZVD0ZZCE3TW82WDG14B2N5,Email
[DEP]251128_ALL sale_Official black friday + 20% off,EXTRA 20% OFF: Black Friday just got better!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/28 3:15,Friday,83427,99,0.12%,12879.02,51350,61.77%,69064,392,0.47%,724,104,7,0.01%,83130,297,0.36%,01KB1NDBQRMWXPYC6NM30Z2MNK,Email
[DEP]251128_ALL sale_Not sure what to pick?,Your top Black Friday picks for 2025,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/28 9:15,Friday,82752,64,0.08%,8084.43,51989,62.91%,69904,322,0.39%,543,110,9,0.01%,82642,110,0.13%,01KB1TKYMDBJ904P5TTTRNYQC2,Email
[DEP]251129_ALL sale_New in MOP,"NEW IN | Microneedling Cream, only 200 units!","2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/29 3:00,Saturday,82801,43,0.05%,4123.33,52670,63.68%,70735,488,0.59%,820,111,8,0.01%,82715,86,0.10%,01KB2AEMSQN8H6MAVVZVG7RQV1,Email
[DEP]251129_ALL sale_VIP access 2.0 ends tomorrow,Ends Tomorrow! Your VIP 25% OFF,[Cayla] - BFCM Non purchaser,2025/11/29 3:30,Saturday,3643,77,2.12%,10346.54,2244,61.75%,3271,211,5.81%,396,6,0,0.00%,3634,9,0.25%,01KB28ZHRBNW8KD8J0412NVH58,Email
[DEP]251129_All sale_Skincare under $10,Grab Your Essentials for Under $10!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/29 8:00,Saturday,82702,36,0.04%,4638.81,52441,63.46%,70419,389,0.47%,1862,122,6,0.01%,82632,70,0.08%,01KB51MKQJ6B7QGZHXS6T082A5,Email
[DEP]251130_ALL sale_Firming duo 44% off,44% OFF Peptide Firming Duo,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/11/30 8:30,Sunday,82551,44,0.05%,5014.72,53024,64.29%,71514,348,0.42%,531,157,7,0.01%,82474,77,0.09%,01KB22TE56NBC431GVH8ATY9CH,Email
[DEP]251201_Cyber sale_All kick off,Cyber Monday is here!, Archive Sale 2025; Early Bird BFCM 2022 Early Bird BFCM 2023; Early Bird BFCM 2024; Early Bird BFCM 2025 - Email; Early Bird BFCM 2025 - FB; NLE - Engaged Profiles (180 Days); NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days); [DEP] - All Customers - Engaged; [DEP] - All Engaged Buyers; [DEP] - All Engaged Non Purchasers; [DEP] - All Engaged Repeat Buyers - 365; [DEP] - Signed up 30 days **DO NOT TOUCH**""2024 Archive Sale,2025/12/1 3:30,Monday,84973,119,0.14%,13800.06,53182,62.63%,71649,828,0.97%,1204,182,4,0.01%,84911,62,0.07%,01KB9K2A9MHPD3YE1N61K8TQVT,Email
[DEP]251201_Cyber sale_VIP body retinol,Body Retinol 3 for 2 | VIP Only!,"Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, Early Bird BFCM 2025 - FB - Engaged",2025/12/1 7:30,Monday,4920,56,1.14%,5060.54,3217,65.43%,4575,284,5.78%,471,5,1,0.02%,4917,3,0.06%,01KB9RB3RNGKTWV27CCRFR0HQQ,Email
[DEP]251202_Cyber sale_VIP retinol & cica,70% OFF Retinol & Cica is back | VIP Only!,"Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, Early Bird BFCM 2025 - FB - Engaged",2025/12/2 3:30,Tuesday,4918,68,1.39%,6101.28,3253,66.24%,4629,425,8.65%,791,3,0,0.00%,4911,7,0.14%,01KBCN4FNW0R574V085MCWR22S,Email
[DEP]251202_Cyber sale_All ends tonight,CYBER20 Ends Tonight Last Chance to Save, Archive Sale 2025; Early Bird BFCM 2022 Early Bird BFCM 2023; Early Bird BFCM 2024; Early Bird BFCM 2025 - Email; Early Bird BFCM 2025 - FB; NLE - Engaged Profiles (180 Days); NLE | Deliverability Segment ( 20days - hotmail/outlook office365); NLE | Deliverability Segment All Other Emails (180days); [DEP] - All Customers - Engaged; [DEP] - All Engaged Buyers; [DEP] - All Engaged Non Purchasers; [DEP] - All Engaged Repeat Buyers - 365; [DEP] - Signed up 30 days **DO NOT TOUCH**""2024 Archive Sale,2025/12/2 14:00,Tuesday,84850,124,0.15%,13023.28,54541,64.33%,73600,688,0.81%,1094,170,8,0.01%,84783,67,0.08%,01KBCS9X7BNDCCY4EQ9ETAGJ3Q,Email
[DEP]251205_Cyber sale_End of sale 25% off kick off,EXTRA 25% OFF the Last Remaining Deals!,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/12/5 3:30,Friday,83628,59,0.07%,6590.54,52968,63.41%,71185,466,0.56%,881,111,5,0.01%,83537,91,0.11%,01KBMA2HVABHEC85YHT8TF4ZDZ,Email
[DEP]251206_Cyber sale_End of sale 25% off what's left,Extra 25% OFF Ends Soon,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/12/6 12:30,Saturday,84352,73,0.09%,7994.47,54647,64.85%,73723,427,0.51%,813,101,7,0.01%,84271,81,0.10%,01KBPA9RCHBZ0WWWCVKCA458PK,Email
[DEP]251207_Cyber sale_End of sale,It all ends tonightCyber Week Sale,"2024 Archive Sale, Archive Sale 2025, Early Bird BFCM 2022, Early Bird BFCM 2023, Early Bird BFCM 2024, Early Bird BFCM 2025 - Email, Early Bird BFCM 2025 - FB, NLE - Engaged Profiles (180 Days), NLE | Deliverability Segment ( 20days - hotmail/outlook, office365), NLE | Deliverability Segment All Other Emails (180days), [DEP] - All Customers - Engaged, [DEP] - All Engaged Buyers, [DEP] - All Engaged Non Purchasers, [DEP] - All Engaged Repeat Buyers - 365, [DEP] - Signed up 30 days **DO NOT TOUCH**",2025/12/7 8:30,Sunday,83972,62,0.07%,6954.8,54574,65.05%,73488,501,0.60%,1361,183,6,0.01%,83900,72,0.09%,01KBQJVZS969QFQ8J7HNEYSW6K,Email
[DEP]251208_Cyber sale_End of sale thank you,A note from our founder§ç,[Cayla - 25BFCM Buyers],2025/12/9 9:00,Tuesday,3192,0,0.00%,0,2261,70.88%,3176,59,1.85%,65,9,0,0.00%,3190,2,0.06%,01KBYX75DYTKS8WF9RQ8V8SSQ7,Email
